90, 88 
50, 23 
33, 84 
70, 90 
59, 60 
53, 60 
89, 82 
74, 4 
54, 50 
34, 93 
78, 34 
75, 27 
77, 77 
41, 94 
54, 51 
40, 64 
68, 96 
63, 7 
71, 2 
29, 28 
9, 81 
68, 40 
39, 42 
57, 49 
10, 6 
59, 34 
15, 67 
94, 3 
2, 79 
45, 72 
96, 88 
62, 11 
3, 49 
72, 8 
94, 35 
0, 51 
20, 7 
19, 18 
23, 80 
95, 9 
34, 41 
46, 10 
51, 67 
43, 17 
57, 15 
33, 46 
35, 58 
32, 31 
5, 41 
56, 89 
51, 55 
78, 7 
33, 43 
57, 74 
64, 1 
48, 82 
97, 47 
23, 30 
40, 59 
18, 15 
82, 93 
22, 33 
39, 64 
87, 89 
70, 91 
56, 31 
11, 27 
65, 45 
70, 88 
32, 34 
82, 65 
8, 81 
43, 20 
62, 18 
44, 14 
74, 75 
60, 83 
19, 31 
82, 72 
85, 22 
0, 74 
94, 85 
42, 88 
46, 19 
41, 69 
26, 6 
86, 8 
8, 48 
41, 78 
69, 13 
18, 40 
89, 90 
4, 80 
18, 63 
20, 77 
36, 59 
47, 51 
34, 28 
75, 57 
17, 24 
