87, 20 
11, 56 
24, 44 
35, 16 
57, 72 
91, 81 
70, 10 
24, 62 
58, 35 
80, 79 
72, 33 
6, 30 
55, 56 
60, 89 
56, 67 
3, 53 
56, 90 
51, 28 
33, 10 
34, 1 
33, 40 
45, 68 
3, 80 
19, 12 
90, 44 
54, 55 
66, 14 
41, 6 
72, 49 
20, 45 
14, 70 
28, 5 
90, 16 
9, 27 
77, 76 
16, 91 
77, 30 
82, 67 
18, 57 
75, 62 
65, 40 
68, 97 
27, 70 
95, 7 
60, 63 
96, 39 
68, 14 
45, 27 
94, 85 
43, 4 
47, 22 
48, 83 
79, 82 
12, 52 
41, 63 
92, 52 
8, 77 
63, 65 
36, 0 
23, 63 
10, 83 
24, 39 
27, 82 
26, 53 
63, 35 
53, 87 
32, 84 
85, 37 
34, 31 
47, 97 
86, 96 
58, 86 
20, 98 
26, 79 
83, 1 
58, 82 
12, 84 
53, 95 
47, 3 
31, 14 
44, 79 
68, 38 
72, 81 
54, 39 
54, 81 
69, 8 
81, 4 
25, 14 
31, 57 
19, 38 
59, 90 
5, 46 
84, 93 
59, 15 
61, 21 
95, 92 
73, 50 
99, 42 
92, 44 
54, 29 
